SymbolId,CurrentTime,Index,MarketConditionId,MarketConditionValue
INTC,20250717 06:28:08.000000,0,PML_REV,True
INTC,20250717 09:23:59.000000,0,LONG_MOMO5,True
INTC,20250717 09:30:05.000000,0,LONG_O1_VWAP,True
INTC,20250717 09:30:11.000000,0,UGP50,True
INTC,20250717 09:30:15.000000,0,UGP50,True
INTC,20250717 09:31:07.000000,0,UGP50,True
INTC,20250717 09:31:26.000000,0,UGP50,True
INTC,20250717 09:34:15.000000,0,LONG_Engulf5,True
INTC,20250717 09:35:46.000000,0,UGP50,True
INTC,20250717 09:35:49.000000,0,UGP50,True
INTC,20250717 09:35:53.000000,0,UGP50,True
INTC,20250717 09:35:58.000000,0,UGP50,True
INTC,20250717 09:36:03.000000,0,UGP50,True
INTC,20250717 09:36:52.000000,0,UGP50,True
INTC,20250717 09:37:02.000000,0,UGP50,True
INTC,20250717 09:37:09.000000,0,UGP50,True
INTC,20250717 09:37:14.000000,0,UGP50,True
INTC,20250717 09:37:18.000000,0,UGP50,True
INTC,20250717 09:37:25.000000,0,UGP50,True
INTC,20250717 09:38:17.000000,0,UGP50,True
INTC,20250717 09:38:30.000000,0,UGP50,True
INTC,20250717 09:38:56.000000,0,UGP50,True
INTC,20250717 09:39:10.000000,0,UGP50,True
INTC,20250717 09:40:27.000000,0,UGP50,True
INTC,20250717 09:40:57.000000,0,UGP50,True
INTC,20250717 09:43:42.000000,0,UGP50,True
INTC,20250717 09:43:47.000000,0,UGP50,True
INTC,20250717 09:44:09.000000,0,UGP50,True
INTC,20250717 09:44:20.000000,0,UGP50,True
INTC,20250717 09:44:24.000000,0,UGP50,True
INTC,20250717 09:44:26.000000,0,UGP50,True
INTC,20250717 09:44:30.000000,0,UGP50,True
INTC,20250717 09:44:41.000000,0,UGP50,True
INTC,20250717 09:46:10.000000,0,UGP50,True
INTC,20250717 09:46:19.000000,0,UGP50,True
INTC,20250717 09:46:31.000000,0,UGP50,True
INTC,20250717 09:46:41.000000,0,UGP50,True
INTC,20250717 09:46:50.000000,0,UGP50,True
INTC,20250717 10:13:13.000000,0,UGP50,True
INTC,20250717 10:33:03.000000,0,UGP50,True
INTC,20250717 10:33:10.000000,0,UGP50,True
INTC,20250717 10:33:16.000000,0,UGP50,True
INTC,20250717 10:33:31.000000,0,UGP50,True
INTC,20250717 10:33:34.000000,0,UGP50,True
INTC,20250717 10:33:39.000000,0,UGP50,True
INTC,20250717 10:33:42.000000,0,UGP50,True
INTC,20250717 10:33:45.000000,0,UGP50,True
INTC,20250717 10:33:47.000000,0,UGP50,True
INTC,20250717 10:33:56.000000,0,UGP50,True
INTC,20250717 10:34:00.000000,0,UGP50,True
INTC,20250717 10:34:05.000000,0,UGP50,True
INTC,20250717 10:34:07.000000,0,UGP50,True
INTC,20250717 10:34:51.000000,0,UGP50,True
INTC,20250717 10:35:10.000000,0,UGP50,True
INTC,20250717 10:35:26.000000,0,UGP50,True
INTC,20250717 10:35:57.000000,0,UGP50,True
INTC,20250717 10:36:00.000000,0,UGP50,True
INTC,20250717 10:36:26.000000,0,UGP50,True
INTC,20250717 10:36:28.000000,0,UGP50,True
INTC,20250717 10:36:30.000000,0,UGP50,True
INTC,20250717 10:36:34.000000,0,UGP50,True
INTC,20250717 10:36:36.000000,0,UGP50,True
INTC,20250717 10:39:32.000000,0,UGP50,True
INTC,20250717 10:39:41.000000,0,UGP50,True
INTC,20250717 10:39:46.000000,0,UGP50,True
INTC,20250717 10:40:06.000000,0,UGP50,True
INTC,20250717 10:40:19.000000,0,UGP50,True
INTC,20250717 10:40:21.000000,0,UGP50,True
INTC,20250717 10:40:25.000000,0,UGP50,True
INTC,20250717 10:40:29.000000,0,UGP50,True
INTC,20250717 10:40:39.000000,0,UGP50,True
INTC,20250717 10:40:46.000000,0,UGP50,True
INTC,20250717 10:41:49.000000,0,UGP50,True
INTC,20250717 10:42:22.000000,0,UGP50,True
INTC,20250717 10:42:32.000000,0,UGP50,True
INTC,20250717 10:45:24.000000,0,UGP50,True
INTC,20250717 10:45:28.000000,0,UGP50,True
INTC,20250717 10:45:31.000000,0,UGP50,True
INTC,20250717 10:45:46.000000,0,UGP50,True
INTC,20250717 10:45:51.000000,0,UGP50,True
INTC,20250717 10:45:54.000000,0,UGP50,True
INTC,20250717 10:46:09.000000,0,UGP50,True
INTC,20250717 10:46:11.000000,0,UGP50,True
INTC,20250717 10:46:15.000000,0,UGP50,True
INTC,20250717 10:46:19.000000,0,UGP50,True
INTC,20250717 10:46:25.000000,0,UGP50,True
INTC,20250717 10:46:31.000000,0,UGP50,True
INTC,20250717 10:46:39.000000,0,UGP50,True
INTC,20250717 10:46:46.000000,0,UGP50,True
INTC,20250717 10:47:07.000000,0,UGP50,True
INTC,20250717 10:47:12.000000,0,UGP50,True
INTC,20250717 10:47:14.000000,0,UGP50,True
INTC,20250717 10:47:26.000000,0,UGP50,True
