SymbolId,CurrentTime,Index,MarketConditionId,MarketConditionValue
AMCR,20250717 09:30:09.000000,0,UGP50,True
AMCR,20250717 09:30:11.000000,0,UGP50,True
AMCR,20250717 09:30:12.000000,0,UGP50,True
AMCR,20250717 09:30:17.000000,0,UGP50,True
AMCR,20250717 09:30:18.000000,0,UGP50,True
AMCR,20250717 09:30:19.000000,0,UGP50,True
AMCR,20250717 09:30:20.000000,0,UGP50,True
AMCR,20250717 09:30:21.000000,0,UGP50,True
AMCR,20250717 09:30:23.000000,0,UGP50,True
AMCR,20250717 09:30:24.000000,0,UGP50,True
AMCR,20250717 09:30:26.000000,0,UGP50,True
AMCR,20250717 09:30:27.000000,0,UGP50,True
AMCR,20250717 09:30:28.000000,0,UGP50,True
AMCR,20250717 09:30:30.000000,0,UGP50,True
AMCR,20250717 09:30:31.000000,0,UGP50,True
AMCR,20250717 09:30:32.000000,0,UGP50,True
AMCR,20250717 09:30:33.000000,0,UGP50,True
AMCR,20250717 09:30:35.000000,0,UGP50,True
AMCR,20250717 09:30:37.000000,0,UGP50,True
AMCR,20250717 09:30:39.000000,0,UGP50,True
AMCR,20250717 09:30:42.000000,0,UGP50,True
AMCR,20250717 09:30:45.000000,0,UGP50,True
AMCR,20250717 09:30:48.000000,0,UGP50,True
AMCR,20250717 09:31:05.000000,0,UGP50,True
AMCR,20250717 09:31:07.000000,0,UGP50,True
AMCR,20250717 09:31:08.000000,0,UGP50,True
AMCR,20250717 09:31:09.000000,0,UGP50,True
AMCR,20250717 09:31:12.000000,0,UGP50,True
AMCR,20250717 09:31:15.000000,0,UGP50,True
AMCR,20250717 09:31:18.000000,0,UGP50,True
AMCR,20250717 09:31:21.000000,0,UGP50,True
AMCR,20250717 09:31:25.000000,0,UGP50,True
AMCR,20250717 09:31:26.000000,0,UGP50,True
AMCR,20250717 09:31:28.000000,0,UGP50,True
AMCR,20250717 09:31:30.000000,0,UGP50,True
AMCR,20250717 09:31:33.000000,0,UGP50,True
AMCR,20250717 09:31:34.000000,0,UGP50,True
AMCR,20250717 09:31:36.000000,0,UGP50,True
AMCR,20250717 09:31:37.000000,0,UGP50,True
AMCR,20250717 09:31:42.000000,0,UGP50,True
AMCR,20250717 09:31:43.000000,0,UGP50,True
AMCR,20250717 09:31:44.000000,0,UGP50,True
AMCR,20250717 09:31:45.000000,0,UGP50,True
AMCR,20250717 09:31:47.000000,0,UGP50,True
AMCR,20250717 09:31:48.000000,0,UGP50,True
AMCR,20250717 09:31:51.000000,0,UGP50,True
AMCR,20250717 09:31:52.000000,0,UGP50,True
AMCR,20250717 09:31:54.000000,0,UGP50,True
AMCR,20250717 09:31:55.000000,0,UGP50,True
AMCR,20250717 09:31:56.000000,0,UGP50,True
AMCR,20250717 09:31:57.000000,0,UGP50,True
AMCR,20250717 09:31:59.000000,0,UGP50,True
AMCR,20250717 09:32:00.000000,0,UGP50,True
AMCR,20250717 09:32:01.000000,0,UGP50,True
AMCR,20250717 09:32:02.000000,0,UGP50,True
AMCR,20250717 09:32:04.000000,0,UGP50,True
AMCR,20250717 09:32:05.000000,0,UGP50,True
AMCR,20250717 09:32:05.000000,0,PDH_PMH_REV_PMH,True
AMCR,20250717 09:32:09.000000,0,UGP50,True
AMCR,20250717 09:32:11.000000,0,UGP50,True
AMCR,20250717 09:32:14.000000,0,UGP50,True
AMCR,20250717 09:32:16.000000,0,UGP50,True
AMCR,20250717 09:32:18.000000,0,UGP50,True
AMCR,20250717 09:32:21.000000,0,UGP50,True
AMCR,20250717 09:32:24.000000,0,UGP50,True
AMCR,20250717 09:32:27.000000,0,UGP50,True
AMCR,20250717 09:32:30.000000,0,UGP50,True
AMCR,20250717 09:32:31.000000,0,UGP50,True
AMCR,20250717 09:32:33.000000,0,UGP50,True
AMCR,20250717 09:32:36.000000,0,UGP50,True
AMCR,20250717 09:32:37.000000,0,UGP50,True
AMCR,20250717 09:32:38.000000,0,UGP50,True
AMCR,20250717 09:32:39.000000,0,UGP50,True
AMCR,20250717 09:32:41.000000,0,UGP50,True
AMCR,20250717 09:32:42.000000,0,UGP50,True
AMCR,20250717 09:32:50.000000,0,UGP50,True
AMCR,20250717 09:32:59.000000,0,UGP50,True
AMCR,20250717 09:33:12.000000,0,UGP50,True
AMCR,20250717 09:33:13.000000,0,UGP50,True
AMCR,20250717 09:33:15.000000,0,UGP50,True
AMCR,20250717 09:33:16.000000,0,UGP50,True
AMCR,20250717 09:33:22.000000,0,UGP50,True
AMCR,20250717 09:33:24.000000,0,UGP50,True
AMCR,20250717 09:33:26.000000,0,UGP50,True
AMCR,20250717 09:33:27.000000,0,UGP50,True
AMCR,20250717 09:33:28.000000,0,UGP50,True
AMCR,20250717 09:33:30.000000,0,UGP50,True
AMCR,20250717 09:33:32.000000,0,UGP50,True
AMCR,20250717 09:33:35.000000,0,UGP50,True
AMCR,20250717 09:33:39.000000,0,UGP50,True
AMCR,20250717 09:33:45.000000,0,UGP50,True
AMCR,20250717 09:33:50.000000,0,UGP50,True
AMCR,20250717 09:33:55.000000,0,UGP50,True
AMCR,20250717 09:33:56.000000,0,UGP50,True
AMCR,20250717 09:34:03.000000,0,UGP50,True
AMCR,20250717 09:34:05.000000,0,UGP50,True
AMCR,20250717 09:34:19.000000,0,UGP50,True
AMCR,20250717 09:34:20.000000,0,UGP50,True
AMCR,20250717 09:34:22.000000,0,UGP50,True
AMCR,20250717 09:34:23.000000,0,UGP50,True
AMCR,20250717 09:34:26.000000,0,UGP50,True
AMCR,20250717 09:34:27.000000,0,UGP50,True
AMCR,20250717 09:34:29.000000,0,UGP50,True
AMCR,20250717 09:34:31.000000,0,UGP50,True
AMCR,20250717 09:34:32.000000,0,UGP50,True
AMCR,20250717 09:34:35.000000,0,UGP50,True
AMCR,20250717 09:34:40.000000,0,UGP50,True
AMCR,20250717 09:34:46.000000,0,UGP50,True
AMCR,20250717 09:34:50.000000,0,UGP50,True
AMCR,20250717 09:34:51.000000,0,UGP50,True
AMCR,20250717 09:34:52.000000,0,UGP50,True
AMCR,20250717 09:34:55.000000,0,UGP50,True
AMCR,20250717 09:34:57.000000,0,UGP50,True
AMCR,20250717 09:34:59.000000,0,UGP50,True
AMCR,20250717 09:35:01.000000,0,UGP50,True
AMCR,20250717 09:35:02.000000,0,UGP50,True
AMCR,20250717 09:35:03.000000,0,UGP50,True
AMCR,20250717 09:35:04.000000,0,UGP50,True
AMCR,20250717 09:35:08.000000,0,UGP50,True
AMCR,20250717 09:35:16.000000,0,UGP50,True
AMCR,20250717 09:35:17.000000,0,UGP50,True
AMCR,20250717 09:35:21.000000,0,UGP50,True
AMCR,20250717 09:35:29.000000,0,UGP50,True
AMCR,20250717 09:35:33.000000,0,UGP50,True
AMCR,20250717 09:35:34.000000,0,UGP50,True
AMCR,20250717 09:35:39.000000,0,UGP50,True
AMCR,20250717 09:35:43.000000,0,UGP50,True
AMCR,20250717 09:35:44.000000,0,UGP50,True
AMCR,20250717 09:35:45.000000,0,UGP50,True
AMCR,20250717 09:35:50.000000,0,UGP50,True
AMCR,20250717 09:35:57.000000,0,UGP50,True
AMCR,20250717 09:35:58.000000,0,UGP50,True
AMCR,20250717 09:36:01.000000,0,UGP50,True
AMCR,20250717 09:36:05.000000,0,UGP50,True
AMCR,20250717 09:36:16.000000,0,UGP50,True
AMCR,20250717 09:36:31.000000,0,UGP50,True
AMCR,20250717 09:36:33.000000,0,UGP50,True
AMCR,20250717 09:36:35.000000,0,UGP50,True
AMCR,20250717 09:36:38.000000,0,UGP50,True
AMCR,20250717 09:36:42.000000,0,UGP50,True
AMCR,20250717 09:36:48.000000,0,UGP50,True
AMCR,20250717 09:36:51.000000,0,UGP50,True
AMCR,20250717 09:36:52.000000,0,UGP50,True
AMCR,20250717 09:36:54.000000,0,UGP50,True
AMCR,20250717 09:36:58.000000,0,UGP50,True
AMCR,20250717 09:37:00.000000,0,UGP50,True
AMCR,20250717 09:37:02.000000,0,UGP50,True
AMCR,20250717 09:37:05.000000,0,UGP50,True
AMCR,20250717 09:37:09.000000,0,UGP50,True
AMCR,20250717 09:37:14.000000,0,UGP50,True
AMCR,20250717 09:37:17.000000,0,UGP50,True
AMCR,20250717 09:37:28.000000,0,UGP50,True
AMCR,20250717 09:37:31.000000,0,UGP50,True
AMCR,20250717 09:37:45.000000,0,UGP50,True
AMCR,20250717 09:37:47.000000,0,UGP50,True
AMCR,20250717 09:37:57.000000,0,UGP50,True
AMCR,20250717 09:38:07.000000,0,UGP50,True
