SymbolId,CurrentTime,Index,DayPatternId,DayPatternValue
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,True
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,False
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,True
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,False
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,True
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,False
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,True
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,False
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,True
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,False
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,True
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,False
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,True
SOFI,20250717 00:00:00.000000,0,GpUp_PD123_B_H,False
