SymbolId,CurrentTime,Index,CountryCode,Datasource,PrimaryKey,SecondaryKey,PositionType
AVGO,07/17/2025 10:40:38,0,US,MGpOnly,None,None,Short
AVGO,07/17/2025 10:40:38,0,US,MGpOnly,None,None,Long
