SymbolId,CurrentTime,Index,CountryCode,Datasource,PrimaryKey,SecondaryKey,PositionType
RGTI,07/17/2025 09:24:07,0,US,GpDn,None,None,Short
RGTI,07/17/2025 09:24:07,0,US,GpDn,None,None,Long
