SymbolId,CurrentTime,Index,CountryCode,Datasource,PrimaryKey,SecondaryKey,PositionType
BAC,07/17/2025 15:59:07,0,US,MGpOnly,None,None,Short
BAC,07/17/2025 15:59:07,0,US,MGpOnly,None,None,Long
