SymbolId,CurrentTime,Index,Beta,Float,MarketCap,ATR,YPercent,YGPercent,EarningsDate,EarningsSymbolDatesNumber,IsETF,FiftyTwoWeekHigh,FiftyTwoWeekLow,Correlation,PreviousDate,PreviousOpen,PreviousIntraDayOpen,PreviousHigh,PreviousLow,PreviousClose,PostMarketClose,PostMarketHigh,PostMarketLow,PreMarketHigh_PD1,PreMarketLow_PD1,Pdh2Days,PreviousClose_2DaysAgo,Pdl2Days,PD123_Min1_10Min_Avg,PD3_Low,PD123_Min1_390Min_Avg,PD123_Volume_ADV,PD23_Min1_10Min_Avg,PD23_Min1_390Min_Avg,PD23_Volume_ADV,PD1_Min1_10Min_Avg,PD1_Min1_390Min_Avg,PD1_Volume,AverageClose_21D,AverageVolume_21D,AverageClose_50D,AverageVolume_50D,AverageClose_200D,AverageVolume_200D,DMA_50,DMA_100,DMA_200,DMA_250,ADV_5D,ADV_10D,ADV_90D,Range_5D,RangePerc_5D,Range_10D,RangePerc_10D,Range_20D,RangePerc_20D,Chg_5D,ChgPerc_5D,Chg_10D,ChgPerc_10D,Chg_20D,ChgPerc_20D,SharesOutstanding,DaysToCover,ShortGrowth,ShortFloat,HeldByInsiders,HeldByInstitutions,Pd_2_PreMarket_Open,Pd_2_PreMarket_High,Pd_2_PreMarket_Low,Pd_2_IntraDayOpen,Pd_2_IntraDayHigh,Pd_2_IntraDayLow,Pd_2_IntraDayClose,Pd_2_IntraDayVolume,Pd_2_PostMarket_High,Pd_2_PostMarket_Low,Pd_2_PostMarket_Close,Pd_3_PreMarket_Open,Pd_3_IntraDayOpen,Pd_3_IntraDayHigh,Pd_3_IntraDayLow,Pd_3_IntraDayClose,Pd_3_PostMarket_Close,Pd_4_IntraDayOpen,Pd_4_IntraDayHigh,Pd_4_IntraDayLow,Pd_4_IntraDayClose,Pd_5_IntraDayOpen,Pd_5_IntraDayClose,Pd_5_IntraDayHigh,Pd_5_IntraDayLow,Pd_6_IntraDayHigh,Pd_6_IntraDayLow,Pd_7_IntraDayHigh,Pd_7_IntraDayLow,PD_21_Low,HighPD123,EMA_9D,EMA_20D,EMA_50D,EMA_150D,EMA_200D,EMA_250D
QBTS,20250717 04:00:00.000000,0,2.35,280854240,4757670826,1.04,5.21,0.37,01/01/0001 00:00:00,-9999999,False,19.77,0.75,0.44,01/01/0001 00:00:00,16.1,16.3,16.98,15.72,16.91,16.94,16.98,16.21,16.39,15.95,16.98,16.04,15.51,391743.7,14.81,93251.93,-21474836.48,334705.25,75625.5,-21474836.48,505820.6,128504.79,-21474836.48,15.51,-21474836.48,14.91,-21474836.48,6.68,-21474836.48,14.91,10.66,6.68,5.56,-21474836.48,-21474836.48,-21474836.48,2.22,13.83,2.79,17.5,3.98,25.57,0.77,4.85,0.88,5.58,1.26,8.16,0,0,0,0,0,0,16.02,16.1,15.69,15.91,16.27,15.51,16.14,-21474836.48,16.25,16.02,16.04,15.09,15.04,15.88,14.89,15.8,15.79,15.88,16.05,14.76,14.82,16.38,16.01,16.6,15.93,17.05,15.69,17.55,15.96,13.57,16.98,1.25,1.2,1.17,2.99,4.42,5.49
