SymbolId,CurrentTime,Index,MarketConditionId,MarketConditionValue
SUNE,20250717 13:45:40.000000,0,UGP50,True
SUNE,20250717 14:30:44.000000,0,UGP50,True
SUNE,20250717 14:33:42.000000,0,UGP50,True
SUNE,20250717 14:36:23.000000,0,UGP50,True
SUNE,20250717 14:36:43.000000,0,UGP50,True
SUNE,20250717 14:38:08.000000,0,UGP50,True
SUNE,20250717 14:38:09.000000,0,UGP50,True
SUNE,20250717 14:38:31.000000,0,UGP50,True
SUNE,20250717 14:38:32.000000,0,UGP50,True
SUNE,20250717 14:39:32.000000,0,UGP50,True
SUNE,20250717 14:39:38.000000,0,UGP50,True
SUNE,20250717 14:41:18.000000,0,UGP50,True
SUNE,20250717 14:41:31.000000,0,UGP50,True
SUNE,20250717 14:43:12.000000,0,UGP50,True
SUNE,20250717 14:43:47.000000,0,UGP50,True
SUNE,20250717 14:43:57.000000,0,UGP50,True
SUNE,20250717 14:43:58.000000,0,UGP50,True
SUNE,20250717 14:45:08.000000,0,UGP50,True
SUNE,20250717 14:46:03.000000,0,UGP50,True
SUNE,20250717 14:46:04.000000,0,UGP50,True
SUNE,20250717 14:46:16.000000,0,UGP50,True
SUNE,20250717 14:46:17.000000,0,UGP50,True
SUNE,20250717 14:46:35.000000,0,UGP50,True
SUNE,20250717 14:46:47.000000,0,UGP50,True
SUNE,20250717 14:46:48.000000,0,UGP50,True
SUNE,20250717 14:46:50.000000,0,UGP50,True
SUNE,20250717 14:47:19.000000,0,UGP50,True
SUNE,20250717 14:47:41.000000,0,UGP50,True
SUNE,20250717 14:47:41.000000,0,PDH_PMH_REV_PMH,True
SUNE,20250717 14:48:32.000000,0,UGP50,True
SUNE,20250717 14:49:28.000000,0,UGP50,True
SUNE,20250717 14:50:35.000000,0,UGP50,True
SUNE,20250717 14:50:36.000000,0,UGP50,True
SUNE,20250717 14:50:40.000000,0,UGP50,True
SUNE,20250717 14:50:41.000000,0,UGP50,True
SUNE,20250717 14:50:52.000000,0,UGP50,True
SUNE,20250717 14:51:20.000000,0,UGP50,True
SUNE,20250717 14:51:27.000000,0,UGP50,True
SUNE,20250717 14:51:34.000000,0,UGP50,True
SUNE,20250717 14:52:10.000000,0,UGP50,True
SUNE,20250717 14:52:21.000000,0,UGP50,True
SUNE,20250717 14:52:27.000000,0,UGP50,True
SUNE,20250717 14:52:48.000000,0,UGP50,True
SUNE,20250717 14:52:50.000000,0,UGP50,True
SUNE,20250717 14:52:52.000000,0,UGP50,True
SUNE,20250717 14:52:53.000000,0,UGP50,True
SUNE,20250717 14:52:54.000000,0,UGP50,True
SUNE,20250717 14:53:00.000000,0,UGP50,True
SUNE,20250717 14:53:17.000000,0,UGP50,True
SUNE,20250717 14:53:49.000000,0,UGP50,True
SUNE,20250717 14:54:48.000000,0,UGP50,True
SUNE,20250717 14:54:53.000000,0,UGP50,True
SUNE,20250717 14:55:09.000000,0,UGP50,True
SUNE,20250717 14:55:55.000000,0,UGP50,True
SUNE,20250717 14:57:13.000000,0,UGP50,True
SUNE,20250717 14:57:28.000000,0,UGP50,True
