SymbolId,CurrentTime,Index,CountryCode,Datasource,PrimaryKey,SecondaryKey,PositionType
RIG,07/17/2025 10:49:34,0,US,GpUp,None,None,Short
RIG,07/17/2025 10:49:34,0,US,GpUp,None,None,Long
